,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
734,18025,04,13,16,19,21,25,14
735,18024,11,19,22,26,31,32,02
736,18023,12,15,16,21,26,29,16
737,18022,07,14,19,21,22,23,03
738,18021,03,04,06,11,23,28,14
739,18020,06,09,10,14,28,30,05
740,18019,03,11,12,16,21,23,09
741,18018,02,12,13,18,25,27,07
742,18017,03,06,11,26,30,32,12
743,18016,01,11,12,18,25,27,16
744,18015,11,15,20,21,26,33,15
745,18014,09,12,20,24,28,31,07
746,18013,06,08,13,15,22,33,06
747,18012,11,12,13,19,26,28,12
748,18011,03,10,21,23,27,33,11
749,18010,01,08,17,20,21,22,03
750,18009,05,10,17,23,26,32,07
751,18008,05,09,10,12,17,19,13
752,18007,13,14,20,25,27,31,12
753,18006,02,07,08,09,17,29,11
754,18005,02,20,21,28,31,33,06
755,18004,14,18,19,26,30,31,11
756,18003,01,14,16,17,20,31,04
757,18002,07,18,24,29,31,33,16
758,18001,01,08,11,26,28,31,04
759,17154,05,09,13,15,18,26,05
760,17153,07,11,12,13,18,19,16
761,17152,06,10,23,25,26,29,05
762,17151,02,05,07,09,11,27,16
763,17150,06,14,19,20,21,23,08
764,17149,05,08,15,20,27,30,13
765,17148,04,07,11,14,29,32,12
766,17147,03,07,20,21,25,31,14
767,17146,01,19,25,26,27,33,10
768,17145,02,06,12,17,25,28,12
769,17144,03,14,16,20,31,32,09
770,17143,04,06,09,14,20,29,14
771,17142,08,13,14,18,23,33,06
772,17141,01,06,07,11,13,15,05
773,17140,21,22,25,28,29,30,08
774,17139,02,14,20,24,28,32,16
775,17138,01,17,24,28,32,33,02
776,17137,05,10,20,23,26,31,03
777,17136,03,07,10,18,21,24,12
778,17135,01,06,07,14,18,26,16
779,17134,04,05,11,14,28,32,04
780,17133,06,15,17,18,23,30,11
781,17132,02,03,05,09,13,28,11
782,17131,01,07,10,11,26,27,11
783,17130,05,13,14,23,25,31,02
784,17129,05,06,09,14,21,33,02
785,17128,02,06,13,22,29,31,08
786,17127,14,15,21,24,27,32,12
787,17126,01,16,17,21,27,30,16
788,17125,01,14,23,25,29,30,03
789,17124,02,06,11,26,28,29,03
790,17123,04,05,06,11,21,31,10
791,17122,11,20,21,22,24,27,15
792,17121,11,18,19,22,24,32,07
793,17120,08,10,15,19,23,28,16
794,17119,09,16,21,25,26,31,14
795,17118,08,09,15,22,30,33,16
796,17117,01,02,08,11,14,21,09
797,17116,02,14,20,22,30,32,02
798,17115,04,10,11,25,30,31,01
799,17114,06,12,13,15,18,26,13
800,17113,04,06,16,27,29,33,05
801,17112,03,10,14,16,22,23,11
802,17111,05,10,17,19,29,32,12
803,17110,01,03,12,15,19,23,14
804,17109,08,14,16,18,21,23,16
805,17108,07,12,14,15,17,20,01
806,17107,08,09,15,17,30,32,06
807,17106,12,15,20,25,27,31,02
808,17105,03,06,07,12,25,26,07
809,17104,01,14,15,20,23,30,14
810,17103,01,21,23,25,31,33,01
811,17102,04,08,10,14,18,20,11
812,17101,01,04,11,28,31,32,16
813,17100,04,07,08,18,23,24,02
814,17099,02,05,06,16,28,29,04
815,17098,04,19,22,27,30,33,01
816,17097,05,10,18,19,30,31,03
817,17096,02,06,11,12,19,29,06
818,17095,09,10,12,19,22,29,16
819,17094,08,11,13,19,28,31,06
820,17093,07,08,09,15,22,27,12
821,17092,10,18,19,29,32,33,09
822,17091,05,07,10,23,28,29,03
823,17090,01,07,10,16,22,33,09
824,17089,11,12,13,16,23,25,12
825,17088,07,09,18,22,23,29,06
826,17087,03,06,13,14,19,28,06
827,17086,03,05,06,13,20,22,07
828,17085,01,05,06,16,25,30,09
829,17084,01,05,11,20,22,24,02
830,17083,03,08,14,20,24,26,12
831,17082,14,18,21,25,28,29,10
832,17081,03,05,14,25,26,30,05
833,17080,01,12,16,20,22,24,08
834,17079,03,07,14,23,25,27,08
835,17078,05,07,18,19,22,24,16
836,17077,01,02,04,15,17,22,14
837,17076,01,04,08,09,14,15,13
838,17075,01,03,06,19,21,29,07
839,17074,02,06,16,23,30,31,02
840,17073,03,06,16,23,26,30,14
841,17072,06,11,14,23,26,30,02
842,17071,02,03,06,14,31,32,03
843,17070,01,06,14,22,25,26,12
844,17069,02,11,12,23,29,31,05
845,17068,02,06,10,22,30,31,15
846,17067,01,03,04,10,18,29,04
847,17066,01,04,06,17,19,26,03
848,17065,02,05,08,10,12,21,07
849,17064,02,10,16,22,24,28,15
850,17063,12,16,20,22,25,31,04
851,17062,01,07,22,24,26,31,10
852,17061,06,07,12,20,26,27,11
853,17060,05,10,13,24,26,31,04
854,17059,04,08,09,15,19,25,09
855,17058,01,09,13,22,28,32,11
856,17057,18,20,22,23,30,31,16
857,17056,13,14,18,19,21,28,06
858,17055,07,12,13,20,24,31,05
859,17054,02,03,09,23,28,33,08
860,17053,04,09,11,15,29,31,06
861,17052,07,08,18,24,29,31,07
862,17051,02,05,09,15,24,25,11
863,17050,10,12,20,24,27,29,07
864,17049,01,08,14,15,20,29,10
865,17048,05,08,09,14,15,19,07
866,17047,02,05,08,10,32,33,02
867,17046,04,13,14,23,26,32,10
868,17045,05,07,16,20,21,25,05
869,17044,08,16,19,21,31,32,06
870,17043,08,13,16,23,27,31,08
871,17042,01,02,04,07,10,23,04
872,17041,04,10,13,15,22,27,04
873,17040,15,19,23,28,29,33,04
874,17039,02,04,12,14,17,24,15
875,17038,01,04,08,13,24,27,05
876,17037,11,15,20,22,25,30,05
877,17036,01,02,05,10,24,27,15
878,17035,01,06,14,24,28,32,12
879,17034,04,07,08,19,32,33,13
880,17033,05,07,15,20,23,30,15
881,17032,05,08,15,24,27,31,11
882,17031,06,10,16,26,27,29,03
883,17030,01,07,09,20,23,30,02
884,17029,02,15,21,23,25,30,10
885,17028,07,08,12,13,22,30,09
886,17027,02,04,11,14,27,30,05
887,17026,03,10,12,19,27,30,08
888,17025,02,15,16,17,22,32,07
889,17024,09,21,25,26,29,31,13
890,17023,01,03,04,11,18,22,14
891,17022,02,06,15,16,18,32,15
892,17021,02,05,10,22,32,33,09
893,17020,04,08,10,12,31,33,10
894,17019,04,06,08,12,23,25,08
895,17018,01,02,03,17,25,31,09
896,17017,03,07,08,10,22,23,12
897,17016,05,08,16,22,27,29,02
898,17015,01,08,09,14,17,32,01
899,17014,06,08,18,20,23,31,13
900,17013,08,11,28,29,31,33,06
901,17012,10,11,14,15,16,24,07
902,17011,10,11,12,23,26,29,16
903,17010,05,08,19,25,28,30,07
904,17009,02,06,08,09,15,29,14
905,17008,07,13,15,27,28,29,13
906,17007,02,04,05,24,26,33,15
907,17006,02,04,08,26,29,33,08
908,17005,06,11,12,22,23,30,05
909,17004,05,13,17,26,27,30,07
910,17003,01,04,08,15,27,32,16
911,17002,15,19,23,24,25,32,03
912,17001,09,11,14,20,25,26,15
913,16153,07,09,16,24,25,29,06
914,16152,02,08,09,16,20,22,07
915,16151,06,11,16,20,22,33,07
916,16150,02,04,05,09,13,21,05
917,16149,03,20,23,26,32,33,07
918,16148,01,02,11,20,26,30,14
919,16147,04,14,18,28,31,32,12
920,16146,03,07,15,16,17,23,10
921,16145,01,03,07,12,19,20,06
922,16144,04,10,12,27,32,33,05
923,16143,06,09,23,24,25,33,13
924,16142,01,10,17,21,23,30,12
925,16141,04,13,15,17,21,24,15
926,16140,01,02,05,17,26,32,10
927,16139,01,06,19,26,28,30,03
928,16138,07,16,20,24,25,30,07
929,16137,01,06,09,10,15,32,14
930,16136,02,07,10,20,27,29,03
931,16135,02,08,10,18,20,33,12
932,16134,11,12,13,14,18,33,13
933,16133,15,16,21,22,27,33,15
934,16132,05,08,13,19,27,28,07
935,16131,04,10,18,19,25,27,02
936,16130,03,17,21,23,27,28,01
937,16129,05,06,08,21,31,33,14
938,16128,04,09,11,17,26,27,13
939,16127,07,12,17,26,29,31,16
940,16126,02,06,12,17,18,19,10
941,16125,01,06,08,20,27,30,03
942,16124,09,15,21,24,27,32,10
943,16123,07,09,12,14,20,27,16
944,16122,15,22,23,24,28,29,08
945,16121,02,03,10,23,25,28,09
946,16120,02,05,06,21,25,28,09
947,16119,09,19,21,30,31,32,04
948,16118,09,14,22,23,31,33,14
949,16117,03,10,14,17,28,33,02
950,16116,07,18,20,23,27,31,13
951,16115,06,08,20,22,26,27,09
952,16114,05,16,20,22,27,29,09
953,16113,01,11,16,17,20,26,14
954,16112,06,12,14,15,18,25,12
955,16111,02,04,07,14,15,32,04
956,16110,05,07,28,31,32,33,08
957,16109,09,11,15,16,27,33,05
958,16108,02,03,07,08,19,26,16
959,16107,06,11,18,26,27,32,01
960,16106,04,05,13,22,25,30,04
961,16105,08,10,19,27,28,31,16
962,16104,05,09,11,18,30,31,04
963,16103,01,05,13,19,24,27,11
964,16102,05,08,10,14,17,30,13
965,16101,01,03,19,24,32,33,01
966,16100,03,10,22,23,27,29,04
967,16099,01,11,21,23,27,33,06
968,16098,02,08,25,29,31,32,06
969,16097,06,13,25,26,28,31,01
970,16096,06,13,14,21,22,24,16
971,16095,01,05,09,12,18,32,12
972,16094,06,07,10,12,18,31,10
973,16093,06,09,15,17,25,27,09
974,16092,02,13,15,23,24,29,06
975,16091,04,08,14,22,23,28,07
976,16090,02,13,17,20,21,26,07
977,16089,01,03,14,30,31,32,08
978,16088,03,14,16,18,25,33,15
979,16087,02,03,10,11,14,21,12
980,16086,09,10,11,12,15,32,05
981,16085,01,12,19,20,21,25,16
982,16084,02,04,12,18,24,26,05
983,16083,09,16,17,24,30,31,04
984,16082,06,12,14,15,17,20,09
985,16081,02,06,15,25,30,32,07
986,16080,01,16,17,24,25,32,14
987,16079,01,03,10,12,24,28,02
988,16078,02,04,08,23,26,29,02
989,16077,01,09,17,19,20,29,10
990,16076,07,08,13,22,30,32,01
991,16075,01,03,06,16,29,32,07
992,16074,06,10,11,12,20,25,12
993,16073,09,11,12,15,16,20,13
994,16072,05,16,19,22,24,25,02
995,16071,19,21,26,28,29,32,01
996,16070,03,06,11,18,23,29,01
997,16069,08,10,11,20,21,27,11
998,16068,08,19,23,28,31,32,01
999,16067,09,13,18,20,27,31,04
1000,16066,03,07,13,18,19,20,05
1001,16065,13,16,22,25,26,27,14
1002,16064,03,12,14,17,19,26,03
1003,16063,16,17,18,23,28,32,07
1004,16062,12,13,15,18,19,21,09
1005,16061,05,06,08,18,20,32,08
1006,16060,04,05,22,26,29,32,08
1007,16059,04,11,12,20,25,28,15
1008,16058,03,05,18,20,24,32,11
1009,16057,07,12,19,22,23,26,11
1010,16056,03,04,08,11,16,18,14
1011,16055,05,06,10,16,22,26,11
1012,16054,06,11,16,19,28,32,04
1013,16053,02,08,10,12,29,31,01
1014,16052,01,06,13,19,24,28,16
1015,16051,01,02,04,09,15,33,12
1016,16050,09,12,24,28,29,30,02
1017,16049,06,08,13,14,22,27,10
1018,16048,03,08,13,14,15,30,04
1019,16047,02,05,08,15,17,22,16
1020,16046,07,20,25,26,27,30,14
1021,16045,04,09,12,17,30,32,03
1022,16044,01,03,10,12,18,30,01
1023,16043,05,14,20,26,30,33,12
1024,16042,07,14,17,23,26,31,09
1025,16041,12,17,18,21,22,24,04
1026,16040,03,13,19,20,23,26,03
1027,16039,01,03,07,18,19,27,16
1028,16038,03,12,13,22,28,29,03
1029,16037,06,15,26,31,32,33,16
1030,16036,03,04,07,09,20,22,03
1031,16035,04,13,19,20,26,29,11
1032,16034,03,15,21,22,23,28,15
1033,16033,06,17,18,20,27,29,15
1034,16032,08,12,14,15,21,27,15
1035,16031,03,08,10,19,26,33,03
1036,16030,10,14,19,22,25,29,12
1037,16029,12,15,18,20,21,27,15
1038,16028,06,08,12,21,25,29,01
1039,16027,11,13,15,17,19,31,05
1040,16026,04,09,12,28,30,33,01
1041,16025,04,11,12,17,24,30,12
1042,16024,02,05,07,14,18,31,13
1043,16023,03,06,10,19,25,29,07
1044,16022,04,09,19,22,23,30,07
1045,16021,09,11,13,22,24,26,05
1046,16020,01,02,10,12,22,24,10
1047,16019,06,13,16,17,23,30,10
1048,16018,12,13,14,17,21,25,04
1049,16017,05,06,08,20,22,30,05
1050,16016,01,20,22,24,25,26,16
1051,16015,01,02,14,22,25,26,07
1052,16014,02,08,10,18,20,27,07
1053,16013,07,12,21,22,26,31,01
1054,16012,07,12,14,16,27,32,15
1055,16011,03,08,10,15,22,29,12
1056,16010,02,04,12,14,19,25,06
1057,16009,10,14,24,25,27,32,04
1058,16008,02,15,24,29,32,33,02
1059,16007,05,12,14,20,27,29,06
1060,16006,13,16,18,20,28,31,12
1061,16005,11,14,18,20,31,33,14
1062,16004,08,10,17,22,25,33,12
1063,16003,01,10,14,23,26,28,01
1064,16002,09,14,17,20,24,30,16
1065,16001,06,13,16,18,20,22,13
1066,15154,07,09,11,15,18,25,07
1067,15153,08,11,15,22,27,29,03
1068,15152,11,18,19,21,29,32,12
1069,15151,05,06,08,23,31,32,11
1070,15150,01,03,08,11,29,31,13
1071,15149,09,10,20,21,22,33,09
1072,15148,09,13,14,22,26,27,07
1073,15147,08,09,16,23,24,30,05
1074,15146,16,17,21,28,30,32,15
1075,15145,07,08,15,19,20,24,13
1076,15144,01,04,07,15,28,32,16
1077,15143,13,15,19,20,21,32,04
1078,15142,13,17,19,20,22,25,11
1079,15141,03,08,19,25,27,28,02
1080,15140,06,20,28,29,30,31,12
1081,15139,01,10,13,18,25,27,09
1082,15138,01,02,08,16,19,24,11
1083,15137,14,22,23,27,28,31,12
1084,15136,02,05,12,23,28,29,01
1085,15135,01,12,14,18,26,32,07
1086,15134,02,05,14,19,27,31,04
1087,15133,02,03,13,20,22,24,15
1088,15132,03,05,11,28,30,33,01
1089,15131,10,12,13,19,22,26,03
1090,15130,06,14,15,16,17,22,10
1091,15129,05,08,11,16,18,27,04
1092,15128,01,03,08,11,22,28,06
1093,15127,07,10,19,22,27,33,06
1094,15126,10,11,15,20,23,29,12
1095,15125,05,13,22,27,30,33,10
1096,15124,02,03,05,12,18,27,01
1097,15123,05,08,09,12,22,28,07
1098,15122,05,07,11,16,22,25,07
1099,15121,01,03,20,21,28,29,12
1100,15120,16,21,24,26,27,29,16
1101,15119,02,08,10,18,23,31,08
1102,15118,01,04,11,21,23,31,12
1103,15117,04,11,12,18,26,32,12
1104,15116,04,06,15,23,26,28,11
1105,15115,01,07,08,14,24,32,03
1106,15114,04,07,09,13,21,26,01
1107,15113,01,05,07,08,19,27,12
1108,15112,01,03,10,19,20,27,11
1109,15111,08,14,16,18,20,30,12
1110,15110,05,07,16,17,22,23,04
1111,15109,01,08,09,16,32,33,13
1112,15108,02,12,19,22,24,27,15
1113,15107,07,14,16,18,21,25,08
1114,15106,01,03,04,23,31,32,13
1115,15105,09,10,16,19,20,26,12
1116,15104,09,18,21,23,25,26,01
1117,15103,06,08,13,26,30,32,14
1118,15102,07,09,12,14,21,23,06
1119,15101,08,16,22,24,28,29,05
1120,15100,02,03,11,17,19,21,08
1121,15099,06,07,10,11,14,22,09
1122,15098,06,09,13,26,27,33,01
1123,15097,09,12,14,20,26,27,04
1124,15096,06,16,17,23,24,31,07
1125,15095,04,15,21,28,30,31,04
1126,15094,01,04,06,13,16,17,10
1127,15093,01,03,13,21,25,31,08
1128,15092,09,15,19,21,26,27,01
1129,15091,05,07,17,19,22,31,11
1130,15090,10,12,14,22,25,33,15
1131,15089,12,14,19,27,28,29,01
1132,15088,02,12,20,24,29,31,09
1133,15087,09,15,16,19,20,28,11
1134,15086,05,06,08,16,18,22,12
1135,15085,02,08,25,27,28,29,05
1136,15084,15,18,20,22,28,29,15
1137,15083,06,07,16,18,29,32,05
1138,15082,02,08,09,14,28,30,07
1139,15081,13,20,22,26,28,31,13
1140,15080,14,17,25,27,28,30,02
1141,15079,09,14,15,20,26,32,11
1142,15078,03,07,20,22,26,29,02
1143,15077,01,06,08,10,13,27,16
1144,15076,01,09,10,19,23,27,09
1145,15075,06,11,13,19,21,32,04
1146,15074,04,07,21,25,26,29,08
1147,15073,01,02,17,22,26,27,04
1148,15072,01,03,05,20,21,31,05
1149,15071,08,18,20,28,29,31,08
1150,15070,01,07,13,19,21,29,15
1151,15069,01,13,17,18,23,30,15
1152,15068,06,15,18,21,26,27,10
1153,15067,02,05,08,24,25,31,14
1154,15066,05,08,11,17,24,28,16
1155,15065,08,10,14,19,26,29,12
1156,15064,11,12,14,17,23,27,01
1157,15063,01,07,09,16,22,32,12
1158,15062,09,14,15,18,21,26,16
1159,15061,06,18,22,26,32,33,04
1160,15060,01,03,18,27,31,32,13
1161,15059,02,06,09,16,25,32,14
1162,15058,02,09,10,18,19,20,15
1163,15057,09,20,24,25,26,32,04
1164,15056,01,07,08,16,18,20,14
1165,15055,01,10,15,18,19,28,02
1166,15054,01,02,07,10,22,26,07
1167,15053,03,07,17,22,32,33,10
1168,15052,02,04,11,16,25,26,12
1169,15051,04,10,24,26,28,32,09
1170,15050,03,09,12,16,17,31,04
1171,15049,07,12,14,17,20,23,05
1172,15048,13,16,17,22,25,27,10
1173,15047,02,03,20,24,26,27,09
1174,15046,05,07,10,14,23,31,01
1175,15045,01,05,13,22,30,31,07
1176,15044,02,03,04,13,14,16,02
1177,15043,11,12,15,24,26,27,15
1178,15042,09,10,19,21,23,32,08
1179,15041,04,09,11,17,21,25,06
1180,15040,13,16,18,27,30,32,16
1181,15039,01,13,15,26,29,30,12
1182,15038,05,06,11,12,14,33,14
1183,15037,05,07,12,18,28,31,03
1184,15036,04,06,16,17,26,33,03
1185,15035,01,08,09,22,24,33,03
1186,15034,12,13,17,18,20,27,13
1187,15033,03,06,21,29,31,32,05
1188,15032,11,14,16,18,29,32,16
1189,15031,01,05,07,22,26,32,11
1190,15030,08,11,14,15,16,26,07
1191,15029,07,14,15,19,21,28,07
1192,15028,04,07,10,26,27,28,14
1193,15027,05,07,09,16,26,29,07
1194,15026,02,13,17,21,22,33,13
1195,15025,10,11,12,15,27,32,14
1196,15024,09,11,16,18,23,24,10
1197,15023,08,09,10,13,29,30,01
1198,15022,04,07,10,16,23,25,10
1199,15021,14,15,16,17,27,28,08
1200,15020,01,04,07,19,22,23,04
1201,15019,02,06,11,19,25,26,04
1202,15018,06,09,12,14,28,29,09
1203,15017,13,18,20,25,27,33,12
1204,15016,02,06,10,15,17,31,13
1205,15015,01,07,20,24,25,33,04
1206,15014,02,12,16,19,27,30,11
1207,15013,08,09,24,25,26,29,01
1208,15012,03,05,22,23,29,31,06
1209,15011,04,14,15,17,18,20,15
1210,15010,01,02,03,08,21,31,09
1211,15009,04,07,14,17,21,25,14
1212,15008,04,07,10,16,20,22,03
1213,15007,01,07,09,17,20,33,08
1214,15006,01,10,11,29,31,33,13
1215,15005,07,10,16,17,18,32,15
1216,15004,02,14,15,16,23,24,10
1217,15003,10,15,20,23,24,31,15
1218,15002,07,15,16,25,28,32,05
1219,15001,01,07,09,16,20,23,06
1220,14152,08,13,15,20,21,25,12
1221,14151,04,05,08,11,21,27,08
1222,14150,03,08,14,22,24,32,09
1223,14149,07,09,10,15,19,33,01
1224,14148,01,02,05,12,15,16,13
1225,14147,06,07,22,26,31,32,10
1226,14146,01,06,13,20,29,32,01
1227,14145,10,12,13,23,26,29,11
1228,14144,03,05,06,09,10,27,14
1229,14143,03,12,18,20,25,26,16
1230,14142,06,21,22,23,25,28,13
1231,14141,08,09,11,16,21,24,10
1232,14140,06,10,11,14,17,33,06
1233,14139,01,14,15,20,25,29,11
1234,14138,04,06,13,29,31,33,13
1235,14137,03,06,09,11,25,29,09
1236,14136,03,16,19,27,31,32,10
1237,14135,02,04,11,13,25,33,01
1238,14134,05,16,22,23,26,28,02
1239,14133,13,14,16,23,30,31,13
1240,14132,05,06,14,15,18,33,08
1241,14131,05,17,21,22,28,32,14
1242,14130,01,02,10,24,30,33,10
1243,14129,05,08,09,20,28,32,02
1244,14128,05,07,08,17,18,24,14
1245,14127,02,10,12,21,23,27,12
1246,14126,06,11,16,17,22,27,01
1247,14125,10,11,15,26,31,32,06
1248,14124,02,17,20,24,31,33,04
1249,14123,01,06,11,17,28,33,05
1250,14122,06,09,11,16,20,29,11
1251,14121,01,02,13,22,28,30,09
1252,14120,01,07,12,16,23,28,04
1253,14119,06,13,17,20,26,29,09
1254,14118,05,07,15,18,26,30,03
1255,14117,05,10,17,25,28,29,04
1256,14116,09,10,14,15,19,29,16
1257,14115,01,09,10,11,13,32,03
1258,14114,02,07,23,30,32,33,10
1259,14113,12,14,28,31,32,33,07
1260,14112,01,15,16,21,24,30,03
1261,14111,02,08,17,20,22,28,02
1262,14110,01,08,11,13,19,30,06
1263,14109,02,05,11,15,19,28,02
1264,14108,03,08,09,20,23,28,02
1265,14107,11,14,17,22,25,27,16
1266,14106,09,14,17,18,21,25,15
1267,14105,14,16,17,19,27,32,04
1268,14104,02,06,12,19,27,28,13
1269,14103,03,08,09,10,18,33,04
1270,14102,14,16,21,24,28,31,13
1271,14101,16,18,20,23,24,32,07
1272,14100,01,06,09,10,14,16,11
1273,14099,01,05,10,11,13,32,14
1274,14098,02,13,17,20,29,31,07
1275,14097,07,13,24,25,27,32,15
1276,14096,12,14,17,19,22,24,08
1277,14095,05,06,08,14,22,31,08
1278,14094,01,10,18,20,23,29,01
1279,14093,02,08,09,10,20,29,05
1280,14092,03,13,18,19,22,26,07
1281,14091,01,05,12,19,27,29,14
1282,14090,05,09,11,19,24,32,13
1283,14089,04,06,14,17,27,30,09
1284,14088,03,06,11,14,16,29,15
1285,14087,06,18,22,23,32,33,06
1286,14086,02,04,10,12,14,30,08
1287,14085,01,02,11,19,23,29,08
1288,14084,01,06,09,10,13,25,08
1289,14083,05,06,19,21,23,33,12
1290,14082,02,04,20,25,26,29,11
1291,14081,08,14,22,24,27,29,10
1292,14080,05,14,16,17,25,30,07
1293,14079,02,07,16,22,27,28,02
1294,14078,02,03,05,06,09,17,07
1295,14077,08,09,12,15,19,22,10
1296,14076,06,10,12,17,18,33,11
1297,14075,03,09,11,22,27,29,06
1298,14074,01,03,06,13,30,31,12
1299,14073,01,12,16,20,30,33,02
1300,14072,01,03,07,13,19,32,16
1301,14071,02,04,12,17,22,25,14
1302,14070,01,07,09,19,28,29,07
1303,14069,05,12,17,19,25,30,11
1304,14068,04,12,13,22,27,29,16
1305,14067,01,06,07,17,18,23,06
1306,14066,02,05,15,17,18,21,16
1307,14065,03,04,05,08,10,22,06
1308,14064,02,09,15,16,29,32,14
1309,14063,03,08,17,21,22,31,16
1310,14062,06,09,15,24,25,26,09
1311,14061,02,14,17,27,28,31,08
1312,14060,03,05,14,18,25,33,06
1313,14059,05,08,12,13,23,25,13
1314,14058,02,03,12,13,14,25,11
1315,14057,02,04,12,18,23,31,08
1316,14056,01,11,18,20,28,29,01
1317,14055,02,09,14,19,21,30,04
1318,14054,01,04,05,11,29,30,14
1319,14053,14,17,19,22,26,31,02
1320,14052,09,13,15,28,30,33,08
1321,14051,10,16,19,21,23,24,13
1322,14050,03,17,23,25,26,32,13
1323,14049,06,07,16,17,23,32,06
1324,14048,06,09,16,17,24,25,16
1325,14047,08,10,11,12,19,29,15
1326,14046,02,10,11,17,18,22,10
1327,14045,02,04,09,11,19,22,15
1328,14044,04,09,21,27,28,33,12
1329,14043,02,05,09,14,24,33,09
1330,14042,12,15,20,25,28,33,14
1331,14041,07,11,16,18,21,22,02
1332,14040,03,04,06,11,12,15,08
1333,14039,03,11,15,19,20,31,07
1334,14038,04,07,22,23,24,33,16
1335,14037,06,13,14,24,25,30,07
1336,14036,01,07,08,09,11,22,03
1337,14035,07,08,09,17,32,33,06
1338,14034,01,03,04,08,25,31,06
1339,14033,05,13,23,28,32,33,12
1340,14032,01,02,14,22,29,33,07
1341,14031,04,10,16,17,21,27,14
1342,14030,12,18,19,23,24,30,10
1343,14029,02,07,14,16,21,29,14
1344,14028,06,16,21,27,30,32,05
1345,14027,08,10,14,16,30,31,01
1346,14026,01,02,05,06,11,23,14
1347,14025,01,05,10,14,16,30,16
1348,14024,08,10,16,20,23,30,09
1349,14023,07,09,13,17,21,22,10
1350,14022,04,06,07,10,21,26,16
1351,14021,08,10,15,17,22,29,12
1352,14020,09,14,17,23,24,25,15
1353,14019,02,10,15,19,20,21,07
1354,14018,13,17,18,21,30,33,15
1355,14017,04,06,07,14,25,26,10
1356,14016,02,03,07,13,21,24,08
1357,14015,02,11,19,30,32,33,09
1358,14014,04,09,19,22,25,29,15
1359,14013,05,09,13,15,17,21,13
1360,14012,01,08,11,19,21,24,08
1361,14011,09,10,13,14,21,32,02
1362,14010,05,07,08,20,31,33,11
1363,14009,08,09,19,20,25,32,16
1364,14008,05,14,16,21,29,30,12
1365,14007,08,10,12,14,18,28,14
1366,14006,03,04,07,17,21,27,14
1367,14005,15,18,23,27,32,33,04
1368,14004,01,04,19,22,24,25,15
1369,14003,06,10,11,28,30,33,12
1370,14002,04,21,23,31,32,33,04
1371,14001,03,09,15,20,27,29,01
1372,13154,07,11,14,19,24,29,05
1373,13153,08,11,13,18,28,33,10
1374,13152,04,06,14,16,18,29,05
1375,13151,03,09,10,19,28,33,09
1376,13150,01,15,16,25,26,29,10
1377,13149,09,18,25,26,30,32,11
1378,13148,06,11,12,14,17,22,01
1379,13147,02,15,16,17,19,30,08
1380,13146,08,20,25,30,32,33,01
1381,13145,06,10,13,16,23,24,15
1382,13144,05,07,12,19,27,31,02
1383,13143,12,18,21,22,27,32,11
1384,13142,11,12,14,20,22,29,14
1385,13141,03,04,05,25,30,31,04
1386,13140,01,05,12,13,21,22,10
1387,13139,07,08,11,13,21,27,08
1388,13138,04,15,16,24,27,28,03
1389,13137,04,17,19,23,24,27,10
1390,13136,04,06,14,16,18,26,06
1391,13135,09,23,24,25,29,31,12
1392,13134,01,17,18,19,25,29,10
1393,13133,04,07,12,19,22,25,01
1394,13132,20,21,22,23,25,27,12
1395,13131,04,06,12,17,19,26,09
1396,13130,01,03,15,16,31,33,08
1397,13129,05,06,10,14,27,31,14
1398,13128,07,13,17,19,25,31,08
1399,13127,02,03,13,20,22,33,14
1400,13126,04,10,19,27,31,33,16
1401,13125,04,06,08,18,25,28,16
1402,13124,03,09,15,23,25,30,07
1403,13123,01,02,06,11,17,25,02
1404,13122,07,10,13,15,26,27,11
1405,13121,04,05,06,07,25,27,07
1406,13120,05,06,13,18,23,31,11
1407,13119,05,15,20,22,26,32,09
1408,13118,02,03,17,22,32,33,16
1409,13117,09,12,13,24,27,33,16
1410,13116,12,15,21,26,32,33,07
1411,13115,03,12,16,17,18,27,08
1412,13114,04,06,17,21,23,33,07
1413,13113,04,07,11,17,24,33,09
1414,13112,01,06,12,13,22,31,07
1415,13111,01,02,03,06,08,33,13
1416,13110,15,17,18,21,29,32,13
1417,13109,09,23,24,27,29,32,08
1418,13108,16,21,22,28,31,32,05
1419,13107,07,09,11,17,28,31,11
1420,13106,09,11,23,30,31,32,06
1421,13105,01,11,23,27,31,32,09
1422,13104,01,02,04,15,17,28,11
1423,13103,02,04,09,13,18,20,07
1424,13102,02,04,05,06,08,16,03
1425,13101,05,07,09,23,27,32,01
1426,13100,04,08,11,14,16,20,11
1427,13099,05,11,20,21,26,31,03
1428,13098,07,15,18,19,20,26,14
1429,13097,05,14,17,22,23,25,07
1430,13096,01,02,22,28,29,30,15
1431,13095,01,06,15,19,28,29,10
1432,13094,02,04,14,18,20,22,07
1433,13093,01,02,08,26,29,31,14
1434,13092,07,11,15,21,26,31,06
1435,13091,04,14,24,25,28,31,10
1436,13090,02,05,11,23,24,29,08
1437,13089,04,08,12,19,21,25,13
1438,13088,09,15,20,21,22,24,14
1439,13087,02,13,19,23,24,28,05
1440,13086,02,04,11,13,16,26,11
1441,13085,02,08,12,14,16,32,16
1442,13084,05,07,09,11,20,21,03
1443,13083,05,06,12,14,19,23,09
1444,13082,04,13,14,20,22,30,06
